id,call_number,borough_id,city,state_code,state_name,name,freebase_topic_id,floor_plans,public_notes,nondisplay_notes,phpbbno,created,modified,deleted,deleted_date
25498,YR.0322.QNS,QNS,Queens,"","",Gotham House,"",0,"","",0,,,0,
25499,YR.0323.QNS,QNS,Queens,"","",Beekman House,"",0,"","",0,,,0,
25500,YR.0324.QNS,QNS,Queens,"","",Gramercy House,"",0,"","",0,,,0,
25501,YR.0326.QNS,QNS,Queens,"","",Capri Apartments,"",1,"","",0,,,0,
25502,YR.0327.QNS,QNS,Queens,"","",Elegante Apartments,"",1,"","",0,,,0,
25503,YR.0328.QNS,QNS,Queens,"","",Moderne,"",1,"","",0,,,0,
25504,YR.0329.QNS,QNS,Queens,"","",Wetherole Plaza,"",1,"","",0,,,0,
25505,YR.0330.QNS,QNS,Queens,"","",Tarleton Terrace,"",1,"","",0,,,0,
25506,YR.0331.QNS,QNS,Queens,"","",Waverly,"",0,Brochure artwork: F. Labianca,"",0,,,0,
25507,YR.0332.QNS,QNS,Queens,"","",Edgerton,"",0,"Lobby Design: Morris Lapidus. Brochure artwork: Schwartz, Lobby design: Morris Lapidus","",0,,,0,
25508,YR.0333.QNS,QNS,Queens,"","",Wilshire,"",1,"","",111,,,0,
25509,YR.0334.QNS,QNS,Queens,"","",Wexford Arms,"",0,"Brochure artwork: Burt Sullivan, dated 1939","",0,,,0,
25510,YR.0335.QNS,QNS,Queens,"","",Terrace Apartments,"",0,"Brochure artwork: Schnell Lewis, dated 1937","",127,,,0,
25511,YR.0336.QNS,QNS,Queens,"","",Winston,"",1,"","",0,,,0,
25512,YR.0337.QNS,QNS,Queens,"","",Midland Arms,"",1,"","",0,,,0,
25513,YR.0338.QNS,QNS,Queens,"","",Whitehall-on-the-Park,"",0,"","",0,,,0,
25514,YR.0339.QNS,QNS,Queens,"","",Broadmoor,"",0,"","",0,,,0,
25515,YR.0340.QNS,QNS,Queens,"","",Park Elm Apartmants,"",0,"","",0,,,0,
25516,YR.0341.QNS,QNS,Queens,"","",Willows,"",0,"","",0,,,0,
25517,YR.0342.QNS,QNS,Queens,"","","","",1,"","",0,,,0,
25518,YR.0343.QNS,QNS,Queens,"","",Ithaca House,"",0,"","",0,,,0,
25519,YR.0345.QNS,QNS,Queens,"","",Eldee Garden Apartments,"",1,"","",0,,,0,
25520,YR.0347.QNS,QNS,Queens,"","",Rego Park Apartments,"",0,"Interior décor: Dorothy Draper, Inc; Brochure artwork: L. Floyd Yrwell.","",0,,,0,
25521,YR.0348.QNS,QNS,Queens,"","","Forest Park Apartments - The Adlon, The Beacon, The Concord, The Dorset, The Elton, The Fulton, The Gotham, The Inwood","",1,"Date information: ""General Electric new 1953 Delux oversized advanced design refridgerator with latest deep freezer compartment and modern automatic self defrosting."", ","",0,,,0,
25522,YR.0349.QNS,QNS,Queens,"","",Forest Drive Manor,"",1,"","",0,,,0,
25523,YR.0350.QNS,QNS,Queens,"","",Bruce Imperial Apartments,"",1,"","",0,,,0,
25524,YR.0351.QNS,QNS,Queens,"","",Woodside Terrace,"",0,"","",121,,,0,
25525,YR.0352.QNS,QNS,Queens,"","",Woodside Terrace,"",1,"","",0,,,0,
25526,YR.0353.QNS,QNS,Queens,"","",William Tell Apartments,"",1,"","",0,,,0,
25527,YR.0354.QNS,QNS,Queens,"","",Parkway Village,"",1,"Also on 150 St., Goethals Ave., Village Rd., and Charter Rd. / Piece numbered only on verso. Please scan both sides.","",123,,,0,
25528,YR.0355.QNS,QNS,Queens,"","",Bayside Estates,"",0,"","",0,,,0,
25529,YR.0356.QNS,QNS,Queens,"","","Boulevard Estates, Aero Gardens","",1,Two discrete buildings on Yellowstone Blvd.,"",0,,,0,
25530,YR.0357.QNS,QNS,Queens,"","",Yellowstone Gardens,"",0,"","",0,,,0,
25531,YR.0358.QNS,QNS,Queens,"","",Quality Ruskin Gardens,"",1,"","",127,,,0,
25532,YR.0359.QNS,QNS,Queens,"","",Buchanan,"",1,"","",0,,,0,
25533,YR.0360.QNS,QNS,Queens,"","",Ethan Allen,"",0,"","",0,,,0,
25534,YR.0361.QNS,QNS,Queens,"","",Lincoln House,"",0,"","",0,,,0,
25535,YR.0362.QNS,QNS,Queens,"","",Greenbriar,"",0,Brochure artwork: Burford,"",127,,,0,
25536,YR.0363.QNS,QNS,Queens,"","",Mayflower,"",0,"","",0,,,0,
25537,YR.0364.QNS,QNS,Queens,"","",Thomas Jefferson,"",0,"","",0,,,0,
25538,YR.0365.QNS,QNS,Queens,"","",Hyde Park,"",0,"Brochure artwork: P.E. Bearse, dated 1948","",0,,,0,
25539,YR.0366.QNS,QNS,Queens,"","",Lafayette,"",0,"","",0,,,0,
25540,YR.0367.QNS,QNS,Queens,"","",Stars of Queen - Kentucky,"",1,"","",0,,,0,
25541,YR.0368.QNS,QNS,Queens,"","",Alderton,"",1,"","",0,,,0,
25542,YR.0369.QNS,QNS,Queens,"","",Boulevard,"",1,"","",0,,,0,
25543,YR.0370.QNS,QNS,Queens,"","","Benjamin Franklin, Andrew Jackson","",0,"See also YR.0951.QNS FF. Brochure artwork: Burt Sullivan, dated 1941. Date information: ""The plaque awarded to the Thomas Jefferson, the apartment house completed in 1939 by Alfred Kaskel & Son""","",0,,,0,
25544,YR.0371.QNS,QNS,Queens,"","",Martinique,"",0,"","",0,,,0,
25545,YR.0372.QNS,QNS,Queens,"","",Kent Manor,"",1,"Brochure artwork: Schnell Lewis, dated 1936","",0,,,0,
25546,YR.0373.QNS,QNS,Queens,"","",Country Club Terrace,"",0,"","",0,,,0,
25547,YR.0374.QNS,QNS,Queens,"","",Westmoreland Gardens,"",0,"","",0,,,0,
25548,YR.0375.QNS,QNS,Queens,"","",Concord,"",0,"Brochure artwork: J. Moricky, dated 1938","",0,,,0,
25549,YR.0376.QNS,QNS,Queens,"","","","",1,Piece includes handwritten notes from previous owners.,"",0,,,0,
25550,YR.0377.QNS,QNS,Queens,"","",Portsmouth Apartments,"",0,"Brochure artwork: Schnell Lewis, dated 1928","",0,,,0,
25551,YR.0378.QNS,QNS,Queens,"","",Savoy Apartments,"",0,"","",0,,,0,
25552,YR.0379.QNS,QNS,Queens,"","",Queensbury Hall,"",0,"Brochure artwork: Burt Sullivan, dated 1939","",0,,,0,
25553,YR.0280.LI,LI,Valley Stream,"","",Hewlett Park Homes - The Oregon,"",0,"","",0,,,0,
25554,YR.0381.QNS,QNS,Queens,"","",Forest Hills Park - Cypress,"",1,"","",0,,,0,
25555,YR.0382.QNS,QNS,Queens,"","",Salem Apartments,"",0,"","",0,,,0,
25556,YR.0383.QNS,QNS,Queens,"","",Kew Terrace Apartments,"",1,"","",0,,,0,
25557,YR.0384.QNS,QNS,Queens,"","",Amherst Apartments,"",1,"","",0,,,0,
25558,YR.0385.QNS,QNS,Queens,"","",Hampshire,"",0,"","",0,,,0,
25559,YR.0388.QNS,QNS,Queens,"","",Havre,"",1,"","",127,,,0,
25560,YR.0389.QNS,QNS,Queens,"","",Jackson Homes,"",0,"","",0,,,0,
25561,YR.0390.QNS,QNS,Queens,"","",Marine Terrace,"",0,"","",0,,,0,
25562,YR.0391.QNS,QNS,Queens,"","","","",1,"","",0,,,0,
25563,YR.0392.QNS,QNS,Queens,"","",Clipper Homes,"",0,"","",0,,,0,
25564,YR.0393.QNS,QNS,Queens,"","",Bay Vista,"",1,"","",0,,,0,
25565,YR.0394.QNS,QNS,Queens,"","",Jackson Homes,"",0,"","",0,,,0,
25566,YR.0395.QNS,QNS,Queens,"","",Maplewood Gardens,"",0,"Brochure artwork: Horace Maggi, dated 1949","",0,,,0,
25567,YR.0396.QNS,QNS,Queens,"","",Chelsea Arms,"",1,"","",0,,,0,
25568,YR.0397.QNS,QNS,Queens,"","",Concord,"",0,"","",127,,,0,
25569,YR.0398.QNS,QNS,Queens,"","",Milford House,"",0,"","",127,,,0,
25570,YR.0399.QNS,QNS,Queens,"","",Versailles Gardens,"",0,"","",127,,,0,
25571,YR.0400.QNS,QNS,Queens,"","",Boswell,"",1,"","",0,,,0,
25572,YR.0401.QNS,QNS,Queens,"","",Jackson House,"",0,"","",0,,,0,
25573,YR.0402.QNS,QNS,Queens,"","","Saxony Apartments - Bristol, Sheffield, Cumberland, Chatham, Dorset","",1,"","",0,,,0,
25574,YR.0403.QNS,QNS,Queens,"","",Saxony Apartments - Cumberland,"",1,"","",0,,,0,
25575,YR.0404.QNS,QNS,Queens,"","","Saxony Apartments - Chatham, Dorset","",1,"","",0,,,0,
25576,YR.0405.QNS,QNS,Queens,"","",Jackson Manor,"",0,"","",0,,,0,
25577,YR.0406.QNS,QNS,Queens,"","",Ford Apartments,"",1,Brochure artwork: C.J. Spiess,"",0,,,0,
25578,YR.0407.QNS,QNS,Queens,"","",Elbertson,"",0,"","",0,,,0,
25579,YR.0408.QNS,QNS,Queens,"","",Belvedere Gardens,"",0,"","",0,,,0,
25580,YR.0410.QNS,QNS,Queens,"","",Lancaster Court,"",0,"","",0,,,0,
25581,YR.0411.QNS,QNS,Queens,"","",Buckingham Hall,"",0,"","",0,,,0,
25582,YR.0412.QNS,QNS,Queens,"","",Warwick,"",0,"","",0,,,0,
25583,YR.0413.QNS,QNS,Queens,"","",Colton,"",0,"","",0,,,0,
25584,YR.0414.QNS,QNS,Queens,"","",Greenway,"",0,"Brochure artwork: Burt Sullivan, dated 1941","",0,,,0,
25585,YR.0415.QNS,QNS,Queens,"","",Jefferson Hall,"",0,"Brochure artwork: J. Honkin, dated 1938","",0,,,0,
25586,YR.0416.QNS,QNS,Queens,"","","","",1,"","",0,,,0,
25587,YR.0417.QNS,QNS,Queens,"","","William Penn, Robert Fulton","",1,Brochure artwork: C.J. Spiess,"",0,,,0,
25588,YR.0418.QNS,QNS,Queens,"","",Winslow Apartments,"",1,"","",0,,,0,
25589,YR.0419.QNS,QNS,Queens,"","",Stratford Hall,"",0,"","",0,,,0,
25590,YR.0420.QNS,QNS,Queens,"","",Woodstock House,"",0,"","",0,,,0,
25591,YR.0421.QNS,QNS,Queens,"","",Senate Gardens,"",0,Brochure artwork: F. Labianca and R.S. Johnson,"",0,,,0,
25592,YR.0422.QNS,QNS,Queens,"","",Westleigh House,"",1,"","",0,,,0,
25593,YR.0423.QNS,QNS,Queens,"","",Queen Victoria,"",0,"","",0,,,0,
25594,YR.0424.QNS,QNS,Queens,"","",Lincoln,"",0,"","",0,,,0,
25595,YR.0425.QNS,QNS,Queens,"","",South View Apartments,"",0,"","",0,,,0,
25596,YR.0426.QNS,QNS,Queens,"","",Raleigh,"",0,"","",0,,,0,
25597,YR.0427.QNS,QNS,Queens,"","",Chartone Garden Apartments,"",1,"","",0,,,0,
25598,YR.0428.QNS,QNS,Queens,"","",Green Willow House,"",0,"","",0,,,0,
25599,YR.0429.QNS,QNS,Queens,"","",Bellcourt Gardens,"",1,"","",0,,,0,
25600,YR.0430.QNS,QNS,Queens,"","","","",0,"Brochure artwork: Burt Sullivan, dated 1948","",0,,,0,
25601,YR.0431.QNS,QNS,Queens,"","","","",0,"","",0,,,0,
25602,YR.0432.QNS,QNS,Queens,"","","","",0,"","",0,,,0,
25603,YR.0433.QNS,QNS,Queens,"","",Creston,"",1,"","",0,,,0,
25604,YR.0434.QNS,QNS,Queens,"","",Windsor House,"",1,"","",0,,,0,
25605,YR.0435.QNS,QNS,Queens,"","",Hunter Garden Apartments,"",1,"","",0,,,0,
25606,YR.0436.QNS,QNS,Queens,"","",Barnet Gardens,"",1,"","",0,,,0,
25607,YR.0437.QNS,QNS,Queens,"","",Claradon House,"",1,"","",0,,,0,
25608,YR.0438.QNS,QNS,Queens,"","",Carol Hall,"",0,"","",0,,,0,
25609,YR.0439.QNS,QNS,Queens,"","",Flushing Main Street Shopping Center,"",0,Date information: 1959 is the last year cited on population chart.,"",0,,,0,
25610,YR.0440.QNS,QNS,Queens,"","",Jeffrey Apartments,"",0,"","",0,,,0,
25611,YR.0441.QNS,QNS,Queens,"","",Massachusetts,"",1,"","",0,,,0,
25612,YR.0442.QNS,QNS,Queens,"","",King Edward Apartments of Jackson Heights,"",1,Brochure dated 1957,"",127,,,0,
25613,YR.0443.QNS,QNS,Queens,"","",Madison House,"",1,"","",0,,,0,
25614,YR.0445.QNS,QNS,Queens,"","",President,"",0,"","",0,,,0,
25615,YR.0447.QNS,QNS,Queens,"","",Concord,"",0,Brochure dated 10-19-35,"",0,,,0,
25616,YR.0448.QNS,QNS,Queens,"","",Birchwood Apartments,"",1,"","",0,,,0,
25617,YR.0449.QNS,QNS,Queens,"","",Lexington,"",0,"","",0,,,0,
25618,YR.0450.QNS,QNS,Queens,"","",Green Briar,"",0,"","",0,,,0,
25619,YR.0451.QNS,QNS,Queens,"","",Golden Gate,"",0,"","",0,,,0,
25620,YR.0452.QNS,QNS,Queens,"","",Briarwood Apartments,"",1,"","",0,,,0,
25621,YR.0453.QNS,QNS,Queens,"","",Elm House,"",1,"","",0,,,0,
25622,YR.0454.QNS,QNS,Queens,"","",Rocky Hill Garden Apartments,"",0,"","",0,,,0,
25623,YR.0455.QNS,QNS,Queens,"","",Theodore,"",0,"","",0,,,0,
25624,YR.0456.QNS,QNS,Queens,"","",Astor,"",0,"","",0,,,0,
25625,YR.0457.QNS,QNS,Queens,"","",Colonial Gardens - Arkansas,"",1,"","",0,,,0,
25626,YR.0458.QNS,QNS,Queens,"","",Seabury Homes,"",0,"","",0,,,0,
25627,YR.0459.QNS,QNS,Queens,"","",Hill Top Apartments,"",1,"","",127,,,0,
25628,YR.0460.QNS,QNS,Queens,"","",Justice Court,"",1,Brochure artwork: C.J. Spiess,"",0,,,0,
25629,YR.0461.QNS,QNS,Queens,"","",Edwardian,"",1,"","",0,,,0,
25630,YR.0462.QNS,QNS,Queens,"","",Shelbourne,"",1,"","",0,,,0,
25631,YR.0463.QNS,QNS,Queens,"","",Garden Hills,"",0,"","",0,,,0,
25632,YR.0464.QNS,QNS,Queens,"","",Walden Terrace,"",1,Brochure artwork: J. Floyd Yewell,"",0,,,0,
25633,YR.0465.QNS,QNS,Queens,"","",Central Garden Apartments,"",0,"","",0,,,0,
25634,YR.0466.QNS,QNS,Queens,"","",Avon Apartments,"",0,"","",0,,,0,
25635,YR.0467.QNS,QNS,Queens,"","","","",1,"Additional addresses: 105-10 66 Ave.; 105-15 66 Rd.","",0,,,0,
25636,YR.0468.QNS,QNS,Queens,"","",Carolina,"",0,"","",0,,,0,
25637,YR.0469.QNS,QNS,Queens,"","",Rego Gardens - Rego Terrace,"",0,"","",0,,,0,
25638,YR.0470.QNS,QNS,Queens,"","",Delano,"",1,"","",0,,,0,
25639,YR.0471.QNS,QNS,Queens,"","",Florida,"",1,"","",0,,,0,
25640,YR.0472.QNS,QNS,Queens,"","",Barnard,"",0,"","",0,,,0,
25641,YR.0473.QNS,QNS,Queens,"","",Harvey Garden Apartments,"",0,"","",0,,,0,
25642,YR.0474.QNS,QNS,Queens,"","",Howard Apartments,"",1,"Identical to Anita Apartments (YR.0562.QNS), and Cedar Apartments (YR.0706.QNS).","",127,,,0,
25643,YR.0475.QNS,QNS,Queens,"","",Virginia,"",0,"","",0,,,0,
25644,YR.0476.QNS,QNS,Queens,"","",Forest Hills Plaza - Brussels,"",1,"","",0,,,0,
25645,YR.0477.QNS,QNS,Queens,"","",Forest Hills Plaza - Marseilles,"",1,"","",0,,,0,
25646,YR.0478.QNS,QNS,Queens,"","",Park Lane,"",1,"","",0,,,0,
25647,YR.0479.QNS,QNS,Queens,"","",Pride of Forest Hills - The New Yorker,"",1,"","",0,,,0,
25648,YR.0480.QNS,QNS,Queens,"","",St. Regis,"",1,71Ave. also called Continental Ave.,"",0,,,0,
25649,YR.0481.QNS,QNS,Queens,"","","","",1,"","",127,,,0,
25650,YR.0482.QNS,QNS,Queens,"","",Majestic,"",1,"","",127,,,0,
25651,YR.0483.QNS,QNS,Queens,"","",Westminster Hall,"",0,"","",0,,,0,
25652,YR.0484.QNS,QNS,Queens,"","",Chatham,"",0,72 Ave. also called Roman Ave.,"",0,,,0,
25653,YR.0485.QNS,QNS,Queens,"","",Hampton,"",0,See also YR.0574.QNS,"",0,,,0,
25654,YR.0486.QNS,QNS,Queens,"","",Fleetwood,"",0,Brochure artwork: C.J. Spiess,"",0,,,0,
25655,YR.0487.QNS,QNS,Queens,"","",Sherwood House,"",0,"","",0,,,0,
25656,YR.0488.QNS,QNS,Queens,"","",Crown House,"",0,"","",0,,,0,
25657,YR.0489.QNS,QNS,Queens,"","",Windsor Park,"",0,"","",0,,,0,
25658,YR.0490.QNS,QNS,Queens,"","",Woodbury Hall,"",0,"","",0,,,0,
25659,YR.0491.QNS,QNS,Queens,"","",Longfellow Hall,"",0,"","",114,,,0,
25660,YR.0492.QNS,QNS,Queens,"","",Martel Manor,"",0,"Brochure artwork: M. Lowenfish, dated 1938","",0,,,0,
25661,YR.0493.QNS,QNS,Queens,"","","Forest Hills South - The Parkview, The Dartmouth, The Marlborough, The Dover, The Girard, The Meadowbrook","",0,"Brochure artwork: George E. Markel, dated 1939; Burt Sullivan, dated 1939. Unfolded brochure.","",0,,,0,
25662,YR.0494.QNS,QNS,Queens,"","",Bengar Homes,"",0,"","",0,,,0,
25663,YR.0495.QNS,QNS,Queens,"","",Kew Towers,"",1,"","",127,,,0,
25664,YR.0496.QNS,QNS,Queens,"","",Le Fay Gardens,"",1,"","",0,,,0,
25665,YR.0497.QNS,QNS,Queens,"","",Imperial,"",0,"","",0,,,0,
25666,YR.0498.QNS,QNS,Queens,"","",Curtis Apartments,"",0,"","",0,,,0,
25667,YR.0499.QNS,QNS,Queens,"","",Briar House Apartments,"",1,"","",0,,,0,
25668,YR.0500.QNS,QNS,Queens,"","",Richmond House,"",0,"","",0,,,0,
25669,YR.0501.QNS,QNS,Queens,"","",Park Imperial,"",1,"","",0,,,0,
25670,YR.0502.QNS,QNS,Queens,"","",Park Chateau,"",1,"","",127,,,0,
25671,YR.0503.QNS,QNS,Queens,"","",Park Vendome,"",1,"","",0,,,0,
25672,YR.0504.QNS,QNS,Queens,"","",Commodore,"",0,"","",0,,,0,
25673,YR.0505.QNS,QNS,Queens,"","",Georgian House,"",1,"","",0,,,0,
25674,YR.0506.QNS,QNS,Queens,"","",Midwood Park Apartments,"",1,"","",0,,,0,
25675,YR.0507.QNS,QNS,Queens,"","",Carole Gardens,"",1,"","",0,,,0,
25676,YR.0508.QNS,QNS,Queens,"","",Kansas,"",1,"","",0,,,0,
25677,YR.0509.QNS,QNS,Queens,"","",Twin Arms,"",0,"","",0,,,0,
25678,YR.0510.QNS,QNS,Queens,"","",Dexter House,"",0,"","",0,,,0,
25679,YR.0511.QNS,QNS,Queens,"","",Dover House,"",0,"","",0,,,0,
25680,YR.0512.QNS,QNS,Queens,"","",Nautilus,"",0,"","",0,,,0,
25681,YR.0513.QNS,QNS,Queens,"","",Royal Arms,"",1,"","",0,,,0,
25682,YR.0514.QNS,QNS,Queens,"","",Compton House,"",1,"","",0,,,0,
25683,YR.0515.QNS,QNS,Queens,"","",Parkwood Terrace,"",0,"","",0,,,0,
25684,YR.0516.QNS,QNS,Queens,"","","","",1,"","",0,,,0,
25685,YR.0517.QNS,QNS,Queens,"","",Northwood Terrace,"",1,See also YR.0238.QNS Westwood Terrace,"",0,,,0,
25686,YR.0518.QNS,QNS,Queens,"","",Hardenbrooke House,"",1,"","",0,,,0,
25687,YR.0519.QNS,QNS,Queens,"","",Park Shelton Apartments,"",1,"","",127,,,0,
25688,YR.0520.QNS,QNS,Queens,"","",Eastwood,"",1,"","",0,,,0,
25689,YR.0521.QNS,QNS,Queens,"","","","",1,"","",0,,,0,
25690,YR.0522.QNS,QNS,Queens,"","",Hampton House,"",0,"","",0,,,0,
25691,YR.0523.QNS,QNS,Queens,"","",Forum,"",0,"","",0,,,0,
25692,YR.0524.QNS,QNS,Queens,"","",Forest Hills Park - The Hawthorne,"",1,"","",127,,,0,
25693,YR.0525.QNS,QNS,Queens,"","",Rego Park Shopping Center,"",0,"","",0,,,0,
25694,YR.0526.QNS,QNS,Queens,"","",Anita Apartments,"",1,"Identical to Cedar Apartments (YR.0706.QNS), and Howard Apartments (YR.0474.QNS).","",0,,,0,
25695,YR.0527.QNS,QNS,Queens,"","","Cauldwell, Carlton","",0,"","",0,,,0,
25696,YR.0528.QNS,QNS,Queens,"","",Princeton Gardens,"",0,"Brochure artwork: Burt Sullivan, dated 1939","",0,,,0,
25697,YR.0529.QNS,QNS,Queens,"","",Marlboro Apartments,"",1,"","",0,,,0,
25698,YR.0530.QNS,QNS,Queens,"","",Princeton Gardens,"",0,"","",0,,,0,
25699,YR.0531.QNS,QNS,Queens,"","",Alden,"",1,"","",0,,,0,
25700,YR.0532.QNS,QNS,Queens,"","",Ardsley Manor,"",1,"","",0,,,0,
25701,YR.0533.QNS,QNS,Queens,"","",Monaco - Monte Carlo,"",0,"","",0,,,0,
25702,YR.0534.QNS,QNS,Queens,"","",Forrester,"",0,"","",0,,,0,
25703,YR.0535.QNS,QNS,Queens,"","",Imperial,"",0,"","",0,,,0,
25704,YR.0536.QNS,QNS,Queens,"","",James Monroe,"",1,"","",0,,,0,
25705,YR.0537.QNS,QNS,Queens,"","",Balfour,"",1,"","",99,,,0,
25706,YR.0538.QNS,QNS,Queens,"","",Fairview,"",0,"","",0,,,0,
25707,YR.0539.QNS,QNS,Queens,"","",Boulevard Apartments,"",0,Piece includes handwritted notes from previous owner.,"",0,,,0,
25708,YR.0540.QNS,QNS,Queens,"","",Audley Terrace,"",1,"","",0,,,0,
25709,YR.0541.QNS,QNS,Queens,"","",Coronet,"",0,"","",0,,,0,
25710,YR.0542.QNS,QNS,Queens,"","",Eldorado,"",1,See other buildings on this site: The Fairfield (YR.0856.QNS) and The Dorset (YR.0747.QNS FF).,"",0,,,0,
25711,YR.0543.QNS,QNS,Queens,"","",Talbot Hall,"",1,"","",0,,,0,
25712,YR.0544.QNS,QNS,Queens,"","",Churchill Manor,"",0,"","",0,,,0,
25713,YR.0545.QNS,QNS,Queens,"","",Parkwood,"",1,"","",0,,,0,
25714,YR.0546.QNS,QNS,Queens,"","",Sherry Plaza,"",1,"","",0,,,0,
25715,YR.0547.QNS,QNS,Queens,"","",Florence Towers,"",0,"","",0,,,0,
25716,YR.0548.QNS,QNS,Queens,"","",Sunset Arms,"",0,"","",0,,,0,
25717,YR.0549.QNS,QNS,Queens,"","",Queen Victoria,"",1,"","",0,,,0,
25718,YR.0550.QNS,QNS,Queens,"","",Oxford Apartments,"",1,"","",0,,,0,
25719,YR.0551.QNS,QNS,Queens,"","",Halsey House,"",1,Brochure artwork: J. Floyd Yewell,"",127,,,0,
25720,YR.0552.QNS,QNS,Queens,"","",Sherwood Village,"",1,"","",0,,,0,
25721,YR.0553.QNS,QNS,Queens,"","",Whitney-Crescent,"",0,"","",0,,,0,
25722,YR.0554.QNS,QNS,Queens,"","",Forest Hills Park - The Birch,"",1,"","",0,,,0,
25723,YR.0555.QNS,QNS,Queens,"","",Forest Hills Park - The Poplar,"",1,"","",127,,,0,
25724,YR.0556.QNS,QNS,Queens,"","",Forest Hills Park - The Oak,"",1,"","",0,,,0,
25725,YR.0557.QNS,QNS,Queens,"","",Park City,"",1,"","",0,,,0,
25726,YR.0558.QNS,QNS,Queens,"","",Bryant Gardens,"",0,"","",0,,,0,
25727,YR.0559.QNS,QNS,Queens,"","",Van Buren Apartments,"",0,"","",0,,,0,
25728,YR.0560.QNS,QNS,Queens,"","","","",1,"","",0,,,0,
25729,YR.0561.QNS,QNS,Queens,"","",Wetherole House,"",0,"","",0,,,0,
25730,YR.0562.QNS,QNS,Queens,"","",Gramercy,"",0,"","",0,,,0,
25731,YR.0563.QNS,QNS,Queens,"","",Randolph Hall,"",1,"","",0,,,0,
25732,YR.0564.QNS,QNS,Queens,"","","Lane Park - The Imperial, The Colonial","",0,Address derived from driving directions printed on piece.,"",0,,,0,
25733,YR.0565.QNS,QNS,Queens,"","",Berkeley Plaza,"",0,"","",0,,,0,
25734,YR.0566.QNS,QNS,Queens,"","",Austin Gardens,"",1,"","",0,,,0,
25735,YR.0567.QNS,QNS,Queens,"","",Oakwood,"",1,"","",0,,,0,
25736,YR.0568.QNS,QNS,Queens,"","",Wainwright,"",0,"","",0,,,0,
25737,YR.0569.QNS,QNS,Queens,"","",Vogue,"",1,"","",0,,,0,
25738,YR.0570.QNS,QNS,Queens,"","","","",1,"","",100,,,0,
25739,YR.0571.QNS,QNS,Queens,"","",Biscayne,"",0,"","",0,,,0,
25740,YR.0572.QNS,QNS,Queens,"","",St. Moritz,"",1,"","",0,,,0,
25741,YR.0573.QNS,QNS,Queens,"","",Gregory House,"",1,"","",0,,,0,
25742,YR.0574.QNS,QNS,Queens,"","",Warrenton,"",0,"See also YR.0485.QNS; 71 Rd. also called Fife St.; 72 Ave. also called Euclid St.","",0,,,0,
25743,YR.0575.QNS,QNS,Queens,"","",Fairfax,"",0,"","",0,,,0,
25744,YR.0576.QNS,QNS,Queens,"","",Barclay Plaza,"",0,"","",0,,,0,
25745,YR.0577.QNS,QNS,Queens,"","",Versailles,"",0,"","",0,,,0,
25746,YR.0578.QNS,QNS,Queens,"","",Sans Souci,"",0,"","",0,,,0,
25747,YR.0579.QNS,QNS,Queens,"","","John Alden, Raleigh","",0,72 Rd. also called Dekoven St.,"",0,,,0,
25748,YR.0580.QNS,QNS,Queens,"","",Roanoke,"",0,"Brochure artwork: Burt Sullivan, dated 1940","",0,,,0,
25749,YR.0581.QNS,QNS,Queens,"","",Windsor House,"",0,"","",0,,,0,
25750,YR.0582.QNS,QNS,Queens,"","",Mayfair House,"",0,"","",0,,,0,
25751,YR.0583.QNS,QNS,Queens,"","",New Hampshire Apartments,"",0,"","",0,,,0,
25752,YR.0584.QNS,QNS,Queens,"","",Berkeley,"",0,"Brochure artwork: M. Lowenfish, dated 1938","",0,,,0,
25753,YR.0585.QNS,QNS,Queens,"","","","",0,76 Rd. also called Payne Pl.,"",0,,,0,
25754,YR.0586.QNS,QNS,Queens,"","",Stanwix,"",0,76 Rd. also called Payne Pl.,"",0,,,0,
25755,YR.0587.QNS,QNS,Queens,"","","","",1,"","",0,,,0,
25756,YR.0588.QNS,QNS,Queens,"","",Claridge,"",1,"Brochure artwork: P.E. Beorse, dated 1955","",0,,,0,
25757,YR.0589.QNS,QNS,Queens,"","",Meridian,"",0,"","",0,,,0,
25758,YR.0590.QNS,QNS,Queens,"","",Briarwood Towers,"",1,"","",127,,,0,
25759,YR.0591.QNS,QNS,Queens,"","",Haven House,"",0,"","",0,,,0,
25760,YR.0592.QNS,QNS,Queens,"","",Cambridge Hall,"",0,"Brochure artwork: Schell Lewis, dated 1940","",0,,,0,
25761,YR.0593.QNS,QNS,Queens,"","",Laurelton Terrace,"",0,Laurelton Pkwy. also called Belt Pkwy.,"",0,,,0,
25762,YR.0594.QNS,QNS,Queens,"","",Dorset Food Building,"",0,"","",0,,,0,
25763,YR.0595.QNS,QNS,Queens,"","",Kroy Homes,"",0,"","",0,,,0,
25764,YR.0596.QNS,QNS,Queens,"","",Colony,"",1,"","",0,,,0,
25765,YR.0597.QNS,QNS,Queens,"","","","",1,"","",0,,,0,
25766,YR.0599.QNS,QNS,Queens,"","",Victoria Hall,"",1,"","",0,,,0,
25767,YR.0601.QNS,QNS,Queens,"","","Mayfair House, Fairfax Hall","",0,"","",0,,,0,
25768,YR.0602.QNS,QNS,Queens,"","",Peter Stuyvesant,"",0,"","",0,,,0,
25769,YR.0603.QNS,QNS,Queens,"","","Dayton Beach Park - The Coronet, The Regency, The Empire State","",1,Map includes all 5 buildings of the co-op,"",0,,,0,
25770,YR.0604.QNS,QNS,Queens,"","",Citadel Hall,"",1,"","",0,,,0,
